Model,Race,Accuracy,Precision,Recall,ROC-AUC,Confusion Matrix,State
White Only,American Indian,0.7589545454545454,0.17502106149957877,0.37483085250338294,0.23862167982770993,"[[15866  3917]
 [ 1386   831]]",48.0
All Races,American Indian,0.7516818181818182,0.1462510897994769,0.3026612539467749,0.19720793534166056,"[[15866  3917]
 [ 1546   671]]",48.0
White Only,Asian,0.8031818181818182,0.22759898124565872,0.49721800708143654,0.3122617534942821,"[[16687  3336]
 [  994   983]]",48.0
All Races,Asian,0.7943181818181818,0.19137596899224807,0.39959534648457257,0.25880425880425884,"[[16685  3338]
 [ 1187   790]]",48.0
White Only,Black,0.7818636363636363,0.3095396931287525,0.4510693454309786,0.3671370170117368,"[[15809  3105]
 [ 1694  1392]]",48.0
All Races,Black,0.7703181818181818,0.2671086905043808,0.36552171095268954,0.3086605554795458,"[[15819  3095]
 [ 1958  1128]]",48.0
White Only,Hawaiian/Other,0.7965909090909091,0.25619648490310953,0.4919948074426655,0.3369388057489999,"[[16388  3301]
 [ 1174  1137]]",48.0
All Races,Hawaiian/Other,0.7869545454545455,0.2180825818699573,0.39766334919948076,0.28168582375478923,"[[16394  3295]
 [ 1392   919]]",48.0
White Only,White,0.7474545454545455,0.3099653556144284,0.41208344622053644,0.35380321004884857,"[[14923  3386]
 [ 2170  1521]]",48.0
All Races,White,0.7355,0.27088716623600345,0.3408290436196153,0.3018596280743851,"[[14923  3386]
 [ 2433  1258]]",48.0
White Only,American Indian,0.8506363636363636,0.11352133044107014,0.07081641858367163,0.08722222222222223,"[[18557  1226]
 [ 2060   157]]",49.0
All Races,American Indian,0.8388181818181818,0.09993979530403371,0.07487595850248083,0.0856111397627643,"[[18288  1495]
 [ 2051   166]]",49.0
White Only,Asian,0.8487272727272728,0.08886183810103469,0.0738492665655033,0.08066298342541436,"[[18526  1497]
 [ 1831   146]]",49.0
All Races,Asian,0.8350909090909091,0.07818088911599387,0.07738998482549317,0.07778342653787493,"[[18219  1804]
 [ 1824   153]]",49.0
White Only,Black,0.830590909090909,0.15574650912996776,0.046986390149060274,0.07219317898929549,"[[18128   786]
 [ 2941   145]]",49.0
All Races,Black,0.8080454545454545,0.11194539249146758,0.053143227478937134,0.07207207207207207,"[[17613  1301]
 [ 2922   164]]",49.0
White Only,Hawaiian/Other,0.8307727272727272,0.1315240083507307,0.10904370402423194,0.1192334989354152,"[[18025  1664]
 [ 2059   252]]",49.0
All Races,Hawaiian/Other,0.816,0.11655629139072848,0.11423626135871917,0.11538461538461538,"[[17688  2001]
 [ 2047   264]]",49.0
White Only,White,0.7798636363636363,0.1619718309859155,0.07477648333784882,0.10231696014828545,"[[16881  1428]
 [ 3415   276]]",49.0
All Races,White,0.7703181818181818,0.15076923076923077,0.07965321051205636,0.10423683744017019,"[[16653  1656]
 [ 3397   294]]",49.0
White Only,American Indian,0.7712272727272728,0.19863013698630136,0.41858367162832655,0.26941500943533164,"[[16039  3744]
 [ 1289   928]]",51.0
All Races,American Indian,0.7502272727272727,0.1867354740061162,0.4406856111862878,0.26231708954222044,"[[15528  4255]
 [ 1240   977]]",51.0
White Only,Asian,0.7903181818181818,0.19348837209302325,0.4208396560445119,0.26509479050501833,"[[16555  3468]
 [ 1145   832]]",51.0
All Races,Asian,0.7092272727272727,0.15457955611128477,0.5002529084471421,0.2361791044776119,"[[14614  5409]
 [  988   989]]",51.0
White Only,Black,0.7849545454545455,0.33279121772718034,0.5304601425793908,0.4089943785134291,"[[15632  3282]
 [ 1449  1637]]",51.0
All Races,Black,0.7526363636363637,0.2990446946434664,0.568049254698639,0.39181940098345996,"[[14805  4109]
 [ 1333  1753]]",51.0
White Only,Hawaiian/Other,0.7862727272727272,0.22460262612301313,0.4218952834270878,0.29314491882140714,"[[16323  3366]
 [ 1336   975]]",51.0
All Races,Hawaiian/Other,0.7286818181818182,0.18660041124057575,0.4712245781047166,0.2673376703080889,"[[14942  4747]
 [ 1222  1089]]",51.0
White Only,White,0.725,0.2881264594934435,0.4345705770793823,0.3465111255130698,"[[14346  3963]
 [ 2087  1604]]",51.0
All Races,White,0.7226363636363636,0.29368475098408353,0.46491465727445136,0.35997482693517935,"[[14182  4127]
 [ 1975  1716]]",51.0
White Only,American Indian,0.204,0.10565668024544939,0.9242219215155616,0.1896344285053216,"[[ 2439 17344]
 [  168  2049]]",53.0
All Races,American Indian,0.2791363636363636,0.11036216154461327,0.871447902571042,0.19591340059828624,"[[ 4209 15574]
 [  285  1932]]",53.0
White Only,Asian,0.2124090909090909,0.09532848254771696,0.9145169448659585,0.17265912237979275,"[[ 2865 17158]
 [  169  1808]]",53.0
All Races,Asian,0.31772727272727275,0.1032572298325723,0.8578654527061204,0.18432779045755893,"[[ 5294 14729]
 [  281  1696]]",53.0
White Only,Black,0.24786363636363637,0.14793116074697912,0.916396629941672,0.2547403504030986,"[[ 2625 16289]
 [  258  2828]]",53.0
All Races,Black,0.35613636363636364,0.16088154269972452,0.8515878159429683,0.2706348797693219,"[[ 5207 13707]
 [  458  2628]]",53.0
White Only,Hawaiian/Other,0.2046818181818182,0.11013555144793592,0.9281696235395932,0.1969064120805985,"[[ 2358 17331]
 [  166  2145]]",53.0
All Races,Hawaiian/Other,0.3210909090909091,0.12139387032927487,0.8758113370835137,0.21323219553308048,"[[ 5040 14649]
 [  287  2024]]",53.0
White Only,White,0.2847272727272727,0.178508514386377,0.905987537252777,0.2982518729932216,"[[ 2920 15389]
 [  347  3344]]",53.0
All Races,White,0.35568181818181815,0.18697002269198615,0.8482795990246546,0.3064050496648236,"[[ 4694 13615]
 [  560  3131]]",53.0
White Only,American Indian,0.8608636363636364,0.11566484517304189,0.05728461885430762,0.07662141779788838,"[[18812   971]
 [ 2090   127]]",54.0
All Races,American Indian,0.8608636363636364,0.11566484517304189,0.05728461885430762,0.07662141779788838,"[[18812   971]
 [ 2090   127]]",54.0
White Only,Asian,0.8682272727272727,0.07393715341959335,0.04046535154274153,0.05230467473030403,"[[19021  1002]
 [ 1897    80]]",54.0
All Races,Asian,0.8682272727272727,0.07393715341959335,0.04046535154274153,0.05230467473030403,"[[19021  1002]
 [ 1897    80]]",54.0
White Only,Black,0.8437727272727272,0.14829659318637275,0.023979261179520414,0.041283124128312414,"[[18489   425]
 [ 3012    74]]",54.0
All Races,Black,0.8437727272727272,0.14829659318637275,0.023979261179520414,0.041283124128312414,"[[18489   425]
 [ 3012    74]]",54.0
White Only,Hawaiian/Other,0.8485,0.13078034682080925,0.0783210731285158,0.0979702300405954,"[[18486  1203]
 [ 2130   181]]",54.0
All Races,Hawaiian/Other,0.8485,0.13078034682080925,0.0783210731285158,0.0979702300405954,"[[18486  1203]
 [ 2130   181]]",54.0
White Only,White,0.7885454545454545,0.1485003657644477,0.05499864535356272,0.08026888098062475,"[[17145  1164]
 [ 3488   203]]",54.0
All Races,White,0.7885454545454545,0.1485003657644477,0.05499864535356272,0.08026888098062475,"[[17145  1164]
 [ 3488   203]]",54.0
White Only,American Indian,0.9019090909090909,0.5420827389443652,0.17140279657194407,0.2604523646333105,"[[19462   321]
 [ 1837   380]]",55.0
All Races,American Indian,0.8935454545454545,0.379110251450677,0.08840775823184484,0.1433796634967081,"[[19462   321]
 [ 2021   196]]",55.0
White Only,Asian,0.9194545454545454,0.7262693156732892,0.16641375821952453,0.27078189300411526,"[[19899   124]
 [ 1648   329]]",55.0
All Races,Asian,0.911,0.5355805243445693,0.07233181588265047,0.12745098039215685,"[[19899   124]
 [ 1834   143]]",55.0
White Only,Black,0.8874545454545455,0.7652173913043478,0.2851587815942968,0.4154863078375826,"[[18644   270]
 [ 2206   880]]",55.0
All Races,Black,0.8644090909090909,0.5800933125972006,0.12086843810758263,0.20005363368195225,"[[18644   270]
 [ 2713   373]]",55.0
White Only,Hawaiian/Other,0.9,0.5958549222797928,0.149286023366508,0.2387543252595156,"[[19455   234]
 [ 1966   345]]",55.0
All Races,Hawaiian/Other,0.8905454545454545,0.3692722371967655,0.059281696235395934,0.10216256524981358,"[[19455   234]
 [ 2174   137]]",55.0
White Only,White,0.8386363636363636,0.5534495830174374,0.197778379842861,0.2914171656686626,"[[17720   589]
 [ 2961   730]]",55.0
All Races,White,0.8231818181818182,0.3983656792645557,0.10566242210782986,0.1670235546038544,"[[17720   589]
 [ 3301   390]]",55.0
White Only,American Indian,0.8985454545454545,0.14285714285714285,0.0013531799729364006,0.002680965147453083,"[[19765    18]
 [ 2214     3]]",56.0
All Races,American Indian,0.8985909090909091,0.15,0.0013531799729364006,0.002682163611980331,"[[19766    17]
 [ 2214     3]]",56.0
White Only,Asian,0.9100454545454545,0.0,0.0,0.0,"[[20021     2]
 [ 1977     0]]",56.0
All Races,Asian,0.9100454545454545,0.0,0.0,0.0,"[[20021     2]
 [ 1977     0]]",56.0
White Only,Black,0.8596363636363636,0.0,0.0,0.0,"[[18912     2]
 [ 3086     0]]",56.0
All Races,Black,0.8596818181818182,0.0,0.0,0.0,"[[18913     1]
 [ 3086     0]]",56.0
White Only,Hawaiian/Other,0.8946818181818181,0.2857142857142857,0.0017308524448290783,0.0034408602150537634,"[[19679    10]
 [ 2307     4]]",56.0
All Races,Hawaiian/Other,0.8947272727272727,0.3076923076923077,0.0017308524448290783,0.0034423407917383822,"[[19680     9]
 [ 2307     4]]",56.0
White Only,White,0.8315454545454546,0.2857142857142857,0.00270929287455974,0.005367686527106817,"[[18284    25]
 [ 3681    10]]",56.0
All Races,White,0.831590909090909,0.29411764705882354,0.00270929287455974,0.005369127516778523,"[[18285    24]
 [ 3681    10]]",56.0
White Only,American Indian,0.8903636363636364,0.0815450643776824,0.008570139828597204,0.015510204081632653,"[[19569   214]
 [ 2198    19]]",72.0
All Races,American Indian,0.8902272727272728,0.08050847457627118,0.008570139828597204,0.015491235222176927,"[[19566   217]
 [ 2198    19]]",72.0
White Only,Asian,0.9097727272727273,0.25,0.0020232675771370764,0.004014049172102359,"[[20011    12]
 [ 1973     4]]",72.0
All Races,Asian,0.9098181818181819,0.26666666666666666,0.0020232675771370764,0.004016064257028113,"[[20012    11]
 [ 1973     4]]",72.0
White Only,Black,0.8543636363636363,0.12658227848101267,0.0064808813998703824,0.012330456226880395,"[[18776   138]
 [ 3066    20]]",72.0
All Races,Black,0.8543636363636363,0.12658227848101267,0.0064808813998703824,0.012330456226880395,"[[18776   138]
 [ 3066    20]]",72.0
White Only,Hawaiian/Other,0.8897727272727273,0.07462686567164178,0.004327131112072695,0.008179959100204498,"[[19565   124]
 [ 2301    10]]",72.0
All Races,Hawaiian/Other,0.8896363636363637,0.072992700729927,0.004327131112072695,0.008169934640522876,"[[19562   127]
 [ 2301    10]]",72.0
White Only,White,0.8218636363636364,0.18333333333333332,0.017881332972094283,0.03258454702542582,"[[18015   294]
 [ 3625    66]]",72.0
All Races,White,0.8219090909090909,0.18559556786703602,0.01815226225955026,0.03307008884501481,"[[18015   294]
 [ 3624    67]]",72.0
